,SOX2_like,PAX6_like,NEUROD1_like,RBFOX3_like,SLC17A7_like,GAD1_like,GFAP_like,OLIG2_like,AIF1_like,PDGFRA_like,MKI67_like,STRESS_like,CELL_CYCLE_like,MATURATION_like
cell_00150,0.4403167,0.00031809593,7.888915,9.967163,0.14658594,0.14658594,0.14585325,0.14445965,0.95526737,0.14745305,0.07889014,0.83129334,0.07889014,15.050221
cell_00151,0.33295882,2.278722e-05,7.944376,9.985775,0.14828552,0.14828552,0.9860786,0.14719579,0.14658962,0.14872542,0.0075164405,0.8132586,0.0075164405,15.5132065
cell_00152,6.8476825,6.2056317,0.5543912,0.7467422,9.622928e-05,9.622928e-05,7.940785e-05,5.9375507e-05,4.8848633e-05,0.0001279615,1.4421468,0.74588263,1.4421468,0.26147988
cell_00153,1.3083438,0.519027,6.588138,9.204469,0.108996436,0.7266429,0.10304031,0.09320968,0.08618562,0.11690723,1.4181039,0.7893974,1.4181039,8.161424
cell_00154,7.772592,4.8545446,0.4116318,0.5229755,3.791415e-05,3.791415e-05,3.1221753e-05,2.3287968e-05,1.9134437e-05,5.061469e-05,0.997295,0.7953925,0.997295,0.19134352
cell_00155,0.81541854,0.036682654,7.506685,9.795053,0.900812,0.1351218,0.13225923,0.1270638,0.12293845,0.13863435,0.5666709,0.85572517,0.5666709,12.359773
cell_00156,3.8960824,8.733053,1.8694185,3.046621,0.004723735,0.004723735,0.003980076,0.0030525604,0.0025457707,0.006046209,2.4041169,0.7929372,2.4041169,1.0192851
cell_00157,0.85831517,0.050973725,7.4439125,9.761788,0.13327749,0.13327749,0.13011837,0.82950693,0.11994367,0.13717628,0.28668123,0.79458374,0.28668123,11.986828
cell_00158,0.6550316,0.008025616,7.707066,9.892701,0.14107952,0.14107952,0.1392613,0.13588136,0.88747597,0.14326924,0.13447352,0.82163244,0.13447352,13.671216
cell_00159,0.55450284,0.0022314647,7.80442,9.934633,0.14401504,0.14401504,0.9517395,0.14040114,0.13844624,0.14551145,0.16946508,0.7225419,0.16946508,14.384454
cell_00160,7.798589,4.819191,0.4083845,0.5180327,3.6991078e-05,3.6991078e-05,3.0460194e-05,2.271867e-05,1.8666135e-05,4.938679e-05,0.21308348,0.5852115,0.21308348,0.18977171
cell_00161,0.3075429,1.0198577e-05,7.954334,9.988787,0.9906114,0.14859171,0.14828387,0.14769332,0.14719257,0.1489537,0.0060270904,0.533817,0.0060270904,15.598655
cell_00162,4.7781367,8.891909,1.2379596,1.9194331,0.0012517783,0.0012517783,0.0010437791,0.00079032086,0.0006545467,0.0016326375,2.1299384,0.66761744,2.1299384,0.6279413
cell_00163,10.332109,2.2308125,0.20748205,0.22953825,4.585145e-06,4.585145e-06,3.764845e-06,2.7985309e-06,2.2952793e-06,6.1550745e-06,0.6269829,0.53667426,0.6269829,0.094494924
cell_00164,1.3040787,0.5111253,6.5976043,9.211612,0.10925768,0.72838455,0.10332127,0.09351462,0.08650117,0.117136255,1.5179644,0.5677216,1.5179644,8.19406
cell_00165,2.7215934,5.731184,3.422509,5.624392,0.028225772,0.028225772,0.16329756,0.01951559,0.01662824,0.03435115,0.32499176,0.509536,0.32499176,2.2876394
cell_00166,0.434199,0.00028077269,7.892682,9.968509,0.14670107,0.14670107,0.14599235,0.14464365,0.95674086,0.14753953,0.06739802,0.6200825,0.06739802,15.080994
cell_00167,0.47326526,0.0005982875,7.8673177,9.959259,0.9728448,0.14592671,0.14505786,0.14340985,0.14203143,0.14695714,0.04863795,0.8879991,0.04863795,14.875644
cell_00168,3.3748507,7.831078,2.4315107,4.026746,0.010721687,0.010721687,0.009124503,0.00708691,0.0059515866,0.013484905,2.8379228,0.6515725,2.8379228,1.4204954
cell_00169,0.2653539,2.1462806e-06,7.9683657,9.992795,0.14902371,0.14902371,0.14880946,0.98931795,0.14804775,0.1492753,0.0015605281,0.59635705,0.0015605281,15.720301
cell_00170,3.7480485,8.546737,2.0117087,3.2982295,0.0059605357,0.0059605357,0.0050345496,0.0038732106,0.0032356293,0.0075960434,0.065446556,0.6613798,0.065446556,1.1157035
cell_00171,1.5290982,1.029272,6.076922,8.787542,0.095068455,0.095068455,0.08836095,0.5184709,0.070547745,0.10434049,0.026183723,0.62053543,0.026183723,6.6163354
cell_00172,4.3104672,8.990122,1.5319303,2.44453,0.0024928846,0.0024928846,0.0020885558,0.0015906252,0.0013214927,0.0032233885,0.23096922,0.76955074,0.23096922,0.80311406
cell_00173,0.28386185,4.420807e-06,7.962585,9.99118,0.14884566,0.14884566,0.14859274,0.14810704,0.14769463,0.99428546,0.0057398034,0.7537867,0.0057398034,15.670008
cell_00174,6.211953,7.186241,0.6940364,0.975537,0.00019565866,0.00019565866,0.0001617895,0.000121272555,9.990106e-05,0.00025917176,2.2553968e-05,0.51093715,2.2553968e-05,0.3321037
cell_00175,10.026827,2.4572072,0.22318658,0.25060743,5.732867e-06,5.732867e-06,4.7082763e-06,3.500726e-06,2.8715904e-06,7.692515e-06,0.07957893,0.7045293,0.07957893,0.10180579
cell_00176,2.1054273,3.126108,4.6948233,7.351994,0.39144042,0.058716062,0.052474953,0.043542225,0.03801435,0.06821337,1.9510052,0.5144799,1.9510052,3.8506625
cell_00177,0.22659396,3.6891572e-07,7.978656,9.995512,0.14934093,0.14934093,0.14919588,0.14891672,0.14867908,0.9967406,0.0033332305,0.7709453,0.0033332305,15.810447
cell_00178,0.33898398,2.7232487e-05,7.941844,9.98499,0.14820771,0.14820771,0.1478173,0.9804639,0.14643683,0.14866737,0.020397417,0.8743233,0.020397417,15.491594
cell_00179,0.6007806,0.0041863658,7.762313,9.917011,0.14274196,0.14274196,0.14123912,0.13842629,0.90740466,0.14454237,0.17074145,0.86299515,0.17074145,14.069245
cell_00180,0.34018582,2.8203107e-05,7.941331,9.98483,0.98794633,0.14819194,0.14779817,0.14704403,0.14640589,0.1486556,0.013512967,0.58228487,0.013512967,15.487221
cell_00181,0.3365933,2.5386807e-05,7.942857,9.985305,0.14823882,0.14823882,0.9857006,0.14712004,0.1464979,0.14869058,0.0039970316,0.79705805,0.0039970316,15.500232
cell_00182,1.5060242,0.96677613,6.1319013,8.835309,0.09655112,0.09655112,0.08989648,0.5289463,0.072109774,0.10571178,1.2620413,0.8172264,1.2620413,6.7643046
cell_00183,3.3912225,7.870086,2.411083,3.9918756,0.010450907,0.010450907,0.008890716,0.0069020204,0.005794769,0.0131528955,1.9696337,0.845747,1.9696337,1.4049132
cell_00184,0.5470894,0.0020028662,7.8107386,9.937204,0.14420654,0.96137697,0.14299037,0.14070018,0.13880111,0.14565678,0.1087759,0.60383946,0.1087759,14.432675
cell_00185,0.8506637,0.048162404,7.4553847,9.767956,0.13361381,0.89075875,0.13050783,0.12490392,0.1204845,0.13744299,0.11446191,0.6803339,0.11446191,12.053758
cell_00186,2.6919765,5.614053,3.47618,5.7050033,0.0293805,0.0293805,0.1701711,0.0203679,0.01736973,0.035690032,0.31562406,0.58860177,0.31562406,2.341795
cell_00187,8.223863,4.2656755,0.3599022,0.44514698,2.4983245e-05,2.4983245e-05,2.0558067e-05,1.5320555e-05,1.2582262e-05,3.3399265e-05,0.5224654,0.5097238,0.5224654,0.16642663
cell_00188,0.60516644,0.004426895,7.758083,9.915195,0.14261436,0.14261436,0.94057965,0.13822961,0.13587886,0.14444496,0.016641036,0.76360506,0.016641036,14.038159
cell_00189,4.1999164,8.956974,1.613997,2.5913413,0.0029497514,0.0029497514,0.0024746773,0.0018878481,0.0015698468,0.0038048136,0.62137246,0.6725854,0.62137246,0.85413396
cell_00190,0.28298935,4.2789748e-06,7.9628706,9.9912615,0.992363,0.14885445,0.14860344,0.14812137,0.14771205,0.14914936,0.001092754,0.59924674,0.001092754,15.672486
cell_00191,4.576911,8.977381,1.35474,2.1276257,0.0016755357,0.0016755357,0.0013997338,0.0010622584,0.000880843,0.0021778883,1.7303861,0.83884156,1.7303861,0.6961502
cell_00192,7.343936,5.4603696,0.47066268,0.61404306,5.759002e-05,5.759002e-05,4.746502e-05,3.5439494e-05,2.9134118e-05,7.675742e-05,0.07175184,0.6982722,0.07175184,0.22009774
cell_00193,0.43190742,0.0002677743,7.894074,9.969004,0.14674363,0.9782908,0.14604376,0.1447117,0.1435929,0.14757147,0.07356334,0.8978631,0.07356334,15.092386
cell_00194,6.499787,6.7431235,0.62554336,0.8622784,0.0001408056,0.0001408056,0.00011631355,8.707947e-05,7.168788e-05,0.00018686862,0.6844985,0.8173431,0.6844985,0.29720938
cell_00195,5.8581476,7.7122645,0.7927628,1.1417568,0.00029871688,0.00029871688,0.0002473732,0.00018575207,0.00015316068,0.00039459148,0.03490979,0.8476845,0.03490979,0.3832855
cell_00196,1.0913063,0.20797932,7.04118,9.522384,0.81111896,0.12166785,0.11692157,0.10873475,0.10259801,0.12773801,0.11323704,0.8093329,0.11323704,9.936125
cell_00197,0.36300397,5.3159594e-05,7.9310813,9.981574,0.14787722,0.14787722,0.14741622,0.14653455,0.1457897,0.9894704,0.023985507,0.54236996,0.023985507,15.400247
cell_00198,5.4693947,8.237259,0.9240806,1.3672236,0.0004877892,0.0004877892,0.00040475302,0.00030465735,0.00025152238,0.000641962,1.3233643,0.5260116,1.3233643,0.4530341
cell_00199,3.4681175,8.0438795,2.3177288,3.8316972,0.009264361,0.009264361,0.007867876,0.006094733,0.005110822,0.01169415,2.7012532,0.8660315,2.7012532,1.3347175
cell_00200,0.53541523,0.0016818971,7.820451,9.941115,0.14450113,0.14450113,0.14334363,0.14116122,0.13934886,0.97253424,0.12896597,0.5552789,0.12896597,14.507277
cell_00201,0.24600607,9.3375394e-07,7.9738026,9.994258,0.14919128,0.9946085,0.14901353,0.14867167,0.14838088,0.14939989,0.00014857047,0.65649045,0.00014857047,15.767832
cell_00202,1.6192157,1.2927313,5.860107,8.592281,0.5950116,0.089251734,0.08239611,0.0717579,0.0646298,0.098883,0.93896145,0.74396443,0.93896145,6.068545
cell_00203,6.7484756,6.3583155,0.5735144,0.777563,0.00010706741,0.00010706741,8.8376175e-05,6.610344e-05,5.4393295e-05,0.00014229835,1.1411802,0.58475935,1.1411802,0.27103135
cell_00204,11.349361,1.611691,0.16496341,0.17416547,2.276378e-06,2.276378e-06,1.8680103e-06,1.3875772e-06,1.1376371e-06,3.0592928e-06,0.19755594,0.590114,0.19755594,0.07481512
cell_00205,4.7888126,8.885765,1.2321324,1.9090698,0.0012328267,0.0012328267,0.0010278815,0.000778196,0.00064446597,0.001608192,0.32880396,0.68649656,0.32880396,0.6245838
cell_00206,7.082435,5.8484435,0.51245767,0.6798046,7.516842e-05,7.516842e-05,6.199057e-05,4.6318342e-05,3.809183e-05,0.00010007132,0.13872594,0.64435804,0.13872594,0.24066605
cell_00207,0.79793507,0.031822287,7.5311794,9.807707,0.90562826,0.13584425,0.13310124,0.1281086,0.12413113,0.13920248,0.5192574,0.77063024,0.5192574,12.5098915
cell_00208,7.3711715,5.42068,0.46657997,0.6076739,5.60428e-05,5.60428e-05,4.6187088e-05,3.448291e-05,2.8346685e-05,7.4703625e-05,1.2351884,0.5300305,1.2351884,0.21809793
cell_00209,1.5834198,1.1844653,5.946564,8.671463,0.09156565,0.09156565,0.56505185,0.07412147,0.06694503,0.10106886,0.15107322,0.6955035,0.15107322,6.2804384
cell_00210,0.74666166,0.020355286,7.59931,9.841896,0.13786206,0.13786206,0.13546331,0.13106199,0.8501506,0.14078033,0.11982623,0.569704,0.11982623,12.9417715
cell_00211,1.1740276,0.30523577,6.876022,9.412213,0.11700608,0.11700608,0.745023,0.10284276,0.09628455,0.12381886,0.18637048,0.74269,0.18637048,9.234718
cell_00212,5.3967886,8.3258915,0.95174056,1.4152366,0.0005362312,0.0005362312,0.00044513727,0.0003352257,0.0002768344,0.00070516043,2.0726178,0.5464853,2.0726178,0.46797544
cell_00213,0.48114267,0.0006893576,7.861824,9.957199,0.9717284,0.14575925,0.14485608,0.14314419,0.14171354,0.14683096,0.109010726,0.57905275,0.109010726,14.831731
cell_00214,0.68610686,0.011242233,7.6725507,9.876891,0.9336359,0.14004539,0.13803631,0.1343173,0.1312955,0.14247286,0.29556373,0.8215556,0.29556373,13.431048
cell_00215,0.62435925,0.005613559,7.739084,9.906945,0.94694597,0.14204189,0.14040495,0.13734996,0.13484363,0.14400731,0.11500399,0.5940668,0.11500399,13.8997965
cell_00216,7.1041255,5.815814,0.50880325,0.67401534,7.350045e-05,7.350045e-05,6.061179e-05,4.5285273e-05,3.724101e-05,9.7860604e-05,0.28395003,0.79482615,0.28395003,0.2388606
cell_00217,7.3147397,5.5030794,0.47509354,0.6209668,5.930232e-05,5.930232e-05,4.8879418e-05,3.649833e-05,3.000577e-05,7.9030004e-05,0.489261,0.6092251,0.489261,0.22226998
cell_00218,0.2936568,6.3170955e-06,7.95929,9.990237,0.14874423,0.14874423,0.14846934,0.14794168,0.9832925,0.14906731,0.004724709,0.594011,0.004724709,15.641455
cell_00219,2.446342,4.59525,3.9515662,6.3897967,0.040241316,0.040241316,0.035328206,0.19060645,0.02458578,0.048066597,0.43748498,0.6196619,0.43748498,2.8614597
cell_00220,3.600641,8.30708,2.166486,3.5695255,0.0075198435,0.0075198435,0.006368976,0.0049166745,0.0041150968,0.009537292,1.040307,0.85237277,1.040307,1.2244148
cell_00221,1.6999018,1.5532694,5.6642485,8.406415,0.08403518,0.08403518,0.51416254,0.06655989,0.05958737,0.09388312,0.15008049,0.6588663,0.15008049,5.617775
cell_00222,0.8465803,0.046710346,7.4614587,9.771205,0.133792,0.8919467,0.13071436,0.12515767,0.120772,0.13758415,0.049146187,0.5975042,0.049146187,12.089412
cell_00223,0.26247844,1.9066011e-06,7.9692125,9.993026,0.1490498,0.1490498,0.14884123,0.14844032,0.14809956,0.995298,0.004368041,0.7146558,0.004368041,15.727689
cell_00224,3.8156908,8.638481,1.9451246,3.1807222,0.005358744,0.005358744,0.0045210104,0.003473091,0.002899068,0.0068431296,0.2844912,0.6542566,0.2844912,1.070176
cell_00225,0.29690975,7.086674e-06,7.9581594,9.989909,0.14870942,0.9913961,0.14842701,0.14788496,0.14742506,0.14904138,0.0004907427,0.816079,0.0004907427,15.631674
cell_00226,10.864153,1.8828233,0.18356678,0.19807543,3.1535649e-06,3.1535649e-06,2.5885104e-06,1.923362e-06,1.5771645e-06,4.2360534e-06,0.010716864,0.89617825,0.010716864,0.083405346
cell_00227,1.3022773,0.50781035,6.601597,9.214619,0.1093679,0.1093679,0.10343986,0.09364346,0.5775638,0.1172328,1.1208266,0.71062976,1.1208266,8.207875
cell_00228,0.95028454,0.09505528,7.296929,9.679443,0.12899733,0.12899733,0.12519757,0.11846277,0.11325829,0.8916619,0.14841005,0.6806996,0.14841005,11.174604
cell_00229,7.85631,4.7413044,0.40129894,0.5072734,3.5030895e-05,3.5030895e-05,2.8843146e-05,2.1509999e-05,1.7671948e-05,4.67788e-05,0.002007538,0.6372142,0.002007538,0.1863456
cell_00230,6.845204,6.2094364,0.5548584,0.747493,9.648455e-05,9.648455e-05,7.961904e-05,5.9533904e-05,4.897916e-05,0.00012829929,1.0615366,0.8893355,1.0615366,0.2617128
cell_00231,2.244425,3.7229607,4.381127,6.9622207,0.05076648,0.05076648,0.3001282,0.036946423,0.032038704,0.05968636,1.9987887,0.6933133,1.9987887,3.4028513
cell_00232,0.25157326,1.196939e-06,7.9723005,9.993859,0.14914498,0.14914498,0.14895713,0.14859591,0.14828874,0.9957698,0.0013607931,0.57119876,0.0013607931,15.754678
cell_00233,1.1059852,0.22343771,7.012632,9.50382,0.12085825,0.8057217,0.11601879,0.10769563,0.101476856,0.12706278,0.0133128865,0.8876864,0.0133128865,9.809842
cell_00234,0.2873121,5.0225985e-06,7.961443,9.990855,0.1488105,0.1488105,0.14854997,0.986998,0.14762503,0.14911665,0.0018785911,0.88435286,0.0018785911,15.660104
cell_00235,0.48068792,0.0006838049,7.8621445,9.95732,0.97179353,0.14576903,0.14486785,0.14315969,0.14173208,0.14683832,0.014041055,0.67429,0.014041055,14.834288
cell_00236,1.85036,2.0933053,5.2988567,8.035418,0.074390374,0.074390374,0.45039842,0.05738927,0.050850075,0.084376946,0.10498796,0.6392744,0.10498796,4.8712406
cell_00237,0.51988524,0.0013213913,7.832923,9.946066,0.9658656,0.14487985,0.14379825,0.14175572,0.14005631,0.14616686,0.14399974,0.77217495,0.14399974,14.603936
cell_00238,11.173663,1.7051477,0.17138436,0.18235905,2.5574261e-06,2.5574261e-06,2.098829e-06,1.5591968e-06,1.2784137e-06,3.4364095e-06,0.011946337,0.8315697,0.011946337,0.07777647
cell_00239,7.754945,4.8786383,0.41385624,0.5263655,3.855554e-05,3.855554e-05,3.1750948e-05,2.3683588e-05,1.9459883e-05,5.1467807e-05,0.60148805,0.6994129,0.60148805,0.19242083
cell_00240,0.43482667,0.00028442396,7.892299,9.968372,0.9779291,0.14668937,0.1459782,0.14462493,0.14348863,0.14753073,0.056051664,0.6323252,0.056051664,15.077861
cell_00241,0.4954139,0.00088365306,7.851543,9.953295,0.9696409,0.14544614,0.14447908,0.14264853,0.14112115,0.14659478,0.10001465,0.6205576,0.10001465,14.750082
cell_00242,4.73198,8.916681,1.2635663,1.9650058,0.0013374592,0.0013374592,0.0011156771,0.00084517925,0.0007001668,0.0017430882,1.8933102,0.6306395,1.8933102,0.6427466
cell_00243,1.4359523,0.7899004,6.2970185,8.974525,0.10102454,0.67349696,0.094567776,0.08418334,0.07696388,0.10980056,1.7738457,0.5472132,1.7738457,7.233145
cell_00244,1.0627325,0.18001267,7.0957603,9.557309,0.12322027,0.12322027,0.7910595,0.1107465,0.104778096,0.12902649,0.44717863,0.81144816,0.44717863,10.183826
cell_00245,0.37304762,6.905572e-05,7.92626,9.980005,0.14772928,0.14772928,0.98157877,0.14629556,0.145501,0.14830998,0.026107585,0.54198396,0.026107585,15.3595915
cell_00246,1.0751692,0.191845,7.072168,9.542304,0.12254848,0.8169899,0.11790609,0.109872825,0.10382977,0.12846993,0.4449676,0.6593258,0.4449676,10.075728
cell_00247,2.3039393,3.9808636,4.2511005,6.7936583,0.047528315,0.047528315,0.04201659,0.034332257,0.02969328,0.3743405,2.8137643,0.83397734,2.8137643,3.2308567
cell_00248,2.6863153,5.591496,3.4865294,5.720472,0.029605074,0.029605074,0.025726426,0.020534134,0.01751449,0.23966603,0.5238614,0.6616424,0.5238614,2.352336
cell_00249,2.1844811,3.4641101,4.5147715,7.1311984,0.36088055,0.054132085,0.0481608,0.039707046,0.034529492,0.06332296,0.39352858,0.6179047,0.39352858,3.587693
cell_00250,0.8844251,0.061492395,7.403876,9.739964,0.1321064,0.8807093,0.12876542,0.12277274,0.11807844,0.13624464,0.0010263661,0.8793015,0.0010263661,11.757412
cell_00251,0.37341836,6.971258e-05,7.9260783,9.979946,0.1477237,0.1477237,0.14723006,0.9752438,0.14549014,0.1483058,0.031182172,0.5506175,0.031182172,15.358064
cell_00252,1.9529072,2.4944751,5.05258,7.7673893,0.0679541,0.0679541,0.061300278,0.3437125,0.045393478,0.07784565,1.4061495,0.85394156,1.4061495,4.4267488
cell_00253,4.452868,8.998704,1.4338031,2.268954,0.0020128884,0.0020128884,0.0016837084,0.0012797704,0.0010621032,0.002610309,2.5027475,0.5248307,2.5027475,0.74334955
cell_00254,4.656468,8.950721,1.3069469,2.042319,0.0014917545,0.0014917545,0.0012452485,0.00094413356,0.0007824976,0.0019417207,1.8415316,0.6654118,1.8415316,0.668021
cell_00255,0.6070461,0.0045333277,7.7562575,9.91441,0.1425593,0.9503954,0.14102131,0.13814482,0.13577895,0.14440292,0.061243452,0.7526884,0.061243452,14.024775
cell_00256,0.45777917,0.00044823726,7.877745,9.963115,0.14624481,0.14624481,0.14544144,0.95943743,0.14263731,0.1471966,0.0011792041,0.6480154,0.0011792041,14.959541
cell_00257,7.875797,4.7152004,0.39894482,0.5037065,3.4395816e-05,3.4395816e-05,2.8319288e-05,2.111848e-05,1.7349923e-05,4.5933695e-05,1.1029041,0.7138426,1.1029041,0.18520841
cell_00258,9.195105,3.1855476,0.27527487,0.32255057,1.0917058e-05,1.0917058e-05,8.972542e-06,6.6771145e-06,5.479612e-06,1.4628211e-05,0.7770645,0.58160067,0.7770645,0.12621826
cell_00259,1.1131257,0.23123159,6.9986224,9.494637,0.803077,0.12046155,0.115577236,0.10718894,0.10093136,0.1267311,1.1497172,0.7276138,1.1497172,9.74867
cell_00260,6.687323,6.4527645,0.58574915,0.7973735,0.000114429495,0.000114429495,9.446999e-05,7.0676615e-05,5.816289e-05,0.00015203148,1.5427899,0.5538235,1.5427899,0.27716196
cell_00261,0.44319293,0.0003370312,7.887118,9.966517,0.14653103,0.9768735,0.14578694,0.14437196,0.14318481,0.1474118,0.030158937,0.81843853,0.030158937,15.035575
cell_00262,3.467965,8.04355,2.31791,3.832009,0.009266581,0.009266581,0.007869788,0.006096239,0.005112097,0.011696886,2.9053533,0.733516,2.9053533,1.3348521
cell_00263,6.749166,6.3572507,0.57337826,0.777343,0.000106987405,0.000106987405,8.830996e-05,6.6053755e-05,5.4352346e-05,0.00014219256,0.11621743,0.69277287,0.11621743,0.27096322
cell_00264,0.30150303,8.311424e-06,7.956531,9.989434,0.14865932,0.14865932,0.14836608,0.98535573,0.14732604,0.14900407,2.0058638e-05,0.52186674,2.0058638e-05,15.617607
cell_00265,6.1890388,7.221133,0.69991475,0.9853412,0.00020096621,0.00020096621,0.00016619284,0.00012458621,0.00010263642,0.00026615855,0.79696286,0.69990975,0.79696286,0.33512166
cell_00266,3.8421278,8.671296,1.9198254,3.135964,0.0051407637,0.0051407637,0.00433521,0.0033285364,0.0027775732,0.006569861,2.7887037,0.72542775,2.7887037,1.0530671
cell_00267,6.4912367,6.7563615,0.62744355,0.86539495,0.00014216162,0.00014216162,0.000117437005,8.7923494e-05,7.2384e-05,0.0001886583,1.4667059,0.60626704,1.4667059,0.2981708
cell_00268,7.5605683,5.1489925,0.43948153,0.5656595,4.6492925e-05,4.6492925e-05,3.8301634e-05,2.8582388e-05,2.349043e-05,6.201993e-05,0.20847471,0.77103615,0.20847471,0.20486635
cell_00269,11.026645,1.7874086,0.17702663,0.18961078,2.8230227e-06,2.8230227e-06,2.316982e-06,1.7214204e-06,1.4114922e-06,3.7927164e-06,0.1901191,0.53070605,0.1901191,0.08038179
cell_00270,9.615006,2.7964988,0.24709599,0.2832559,7.833027e-06,7.833027e-06,6.4352616e-06,4.7866884e-06,3.927259e-06,1.0503789e-05,0.372906,0.58347565,0.372906,0.11298011
cell_00271,5.9675756,7.553036,0.76032525,1.0867935,0.00026147565,0.00026147565,0.00021642754,0.00016242007,0.00013388105,0.00034571218,0.18342048,0.7950194,0.18342048,0.36635232
cell_00272,9.692758,2.7293293,0.2423197,0.27668107,7.377475e-06,7.377475e-06,6.060592e-06,4.507642e-06,3.6981612e-06,9.894187e-06,0.10068155,0.5588889,0.10068155,0.11074362
