,Spatial_X,Spatial_Y
cell_03119,0.7213001,0.37991533
cell_03120,0.33429828,0.12416095
cell_03121,0.49009842,0.31959125
cell_03122,0.63991505,0.32280815
cell_03123,0.943537,1.1508551
cell_03124,0.7800845,0.2649832
cell_03125,0.42850074,0.29623875
cell_03126,0.64542073,1.3107299
cell_03127,0.18587087,0.19778782
cell_03128,0.4239424,0.90508723
cell_03129,0.7913013,1.3307114
cell_03130,0.60658973,0.55154437
cell_03131,0.78324914,1.3923918
cell_03132,0.5098167,0.066422865
cell_03133,0.38014343,0.11624912
cell_03134,0.74254036,1.0096258
cell_03135,0.09375486,1.0527221
cell_03136,0.9786068,1.3664795
cell_03137,0.9483738,0.057971727
cell_03138,0.8803686,1.533852
cell_03139,0.8842781,0.40915996
cell_03140,0.5110561,0.38630906
cell_03141,0.49794573,0.21066213
cell_03142,0.8200822,1.2419845
cell_03143,0.2832565,0.15591583
cell_03144,0.8499138,0.99875546
cell_03145,0.20088021,0.7264574
cell_03146,0.8791073,0.8252016
cell_03147,0.54108524,1.2989731
cell_03148,0.84321105,1.1086401
cell_03149,0.49314278,0.26491907
cell_03150,0.6084322,0.003982235
cell_03151,0.9267861,1.1189924
cell_03152,0.41821226,1.0898536
cell_03153,0.22028638,0.11764695
cell_03154,0.090980336,0.22485627
cell_03155,0.58997905,0.34278738
cell_03156,0.6110851,0.07782696
cell_03157,0.6207051,0.14550953
cell_03158,0.037166122,1.7531589
cell_03159,0.027415486,0.38127363
cell_03160,0.89541703,1.4040152
cell_03161,0.695502,1.1244508
cell_03162,0.11331721,0.17620584
cell_03163,0.074636795,0.8471135
cell_03164,0.16185701,0.7226045
cell_03165,0.806919,1.4409059
cell_03166,0.723086,0.08874516
cell_03167,0.6386532,0.22589555
cell_03168,0.64079076,0.084494226
cell_03169,0.85887384,1.2898009
cell_03170,0.33345875,1.3962262
cell_03171,0.32223,0.9025585
cell_03172,0.42542684,0.9802034
cell_03173,0.989676,1.3906653
cell_03174,0.5548989,1.3713001
cell_03175,0.5469011,0.093213305
cell_03176,0.8095938,1.0063624
cell_03177,0.1780645,0.58607787
cell_03178,0.40540102,0.0028289778
cell_03179,0.6413624,0.77869755
cell_03180,0.9880168,1.1137328
cell_03181,0.1544696,0.27603084
cell_03182,0.45202678,0.7226668
cell_03183,0.9055818,0.18940768
cell_03184,0.72553104,-0.027227437
cell_03185,0.61378026,0.0665789
cell_03186,0.25710836,1.4958515
cell_03187,0.18721074,0.94582075
cell_03188,0.3742123,0.1840111
cell_03189,0.2551079,0.33383748
cell_03190,0.8084759,0.32585636
cell_03191,0.7207034,-0.023324983
cell_03192,0.8351981,0.9091828
cell_03193,0.17108232,0.9942165
cell_03194,0.30996937,0.7684882
cell_03195,0.76855147,0.4272866
cell_03196,0.16354841,0.7849025
cell_03197,0.14560506,0.097444355
cell_03198,0.38305888,0.16954933
cell_03199,0.18643689,1.1646892
cell_03200,0.078902654,1.0539567
cell_03201,0.31277454,1.6148753
cell_03202,0.8755995,1.4765311
cell_03203,0.056532927,1.4272652
cell_03204,0.5661051,1.2990993
cell_03205,0.5630039,0.84570926
cell_03206,0.5308406,0.045312937
cell_03207,0.5055087,0.010275925
cell_03208,0.01723647,0.018731993
cell_03209,0.04745119,0.2057444
cell_03210,0.511207,0.76537496
cell_03211,0.9683093,0.8541486
cell_03212,0.4079758,1.0075178
cell_03213,0.47232676,0.88468874
cell_03214,0.9820631,0.14007622
cell_03215,0.7791134,1.4096268
cell_03216,0.77010983,0.63993514
cell_03217,0.50473547,-0.0011975041
cell_03218,0.8979127,0.2994808
cell_03219,0.5811763,0.45501006
cell_03220,0.65669733,0.37252113
cell_03221,0.7875555,0.95003676
cell_03222,0.4065849,1.5461175
cell_03223,0.95327026,0.82240057
cell_03224,0.98800725,0.14992863
cell_03225,0.5871378,1.5669152
cell_03226,0.22205539,1.3247728
cell_03227,0.77490205,0.18919525
cell_03228,0.3221386,1.2828325
cell_03229,0.5771035,1.185105
cell_03230,0.086703524,0.5363761
cell_03231,0.8073907,0.1363337
cell_03232,0.95908695,0.97775674
cell_03233,0.094221525,0.14382875
cell_03234,0.73159903,0.11658387
cell_03235,0.8608389,0.2441098
cell_03236,0.10950622,1.5539893
cell_03237,0.24679647,0.30961183
cell_03238,0.39187124,0.78782254
cell_03239,0.83676034,0.35862932
cell_03240,0.49343127,1.2128623
cell_03241,0.13696331,0.67862666
cell_03242,0.25637105,1.2344235
cell_03243,0.46737784,0.30849382
cell_03244,0.039264247,0.11372443
cell_03245,0.63099706,0.964765
cell_03246,0.025321897,0.38795483
cell_03247,0.78087133,1.0701134
cell_03248,0.73385096,1.5277766
cell_03249,0.86544,1.1676627
cell_03250,0.15771274,1.5680747
cell_03251,0.6025852,0.7544083
cell_03252,0.78102756,0.32257438
cell_03253,0.5157488,0.8607636
cell_03254,0.13080433,-0.04304024
cell_03255,0.09892562,1.0419984
cell_03256,0.6058974,0.14163941
cell_03257,0.49760762,0.45022252
cell_03258,0.9295601,0.6564137
cell_03259,0.8338408,0.12992102
cell_03260,0.7237492,0.0574641
cell_03261,0.9823968,0.666064
cell_03262,0.69461066,0.12332305
cell_03263,0.09236273,0.7195194
cell_03264,0.07756298,0.44324398
cell_03265,0.8158692,0.30855054
cell_03266,0.3607036,0.23612218
cell_03267,0.9242838,1.0231528
cell_03268,0.118247434,1.3708162
cell_03269,0.19878702,0.14519562
cell_03270,0.7731675,1.1315979
cell_03271,0.84747446,0.7431633
cell_03272,0.8671963,0.7092771
cell_03273,0.099139266,1.2037406
cell_03274,0.3818023,0.9728993
cell_03275,0.6463863,1.0033814
cell_03276,0.91879565,0.56344825
cell_03277,0.23901503,1.2336137
cell_03278,0.60034287,0.37292463
cell_03279,0.1435193,0.007313746
cell_03280,0.7472787,1.115188
cell_03281,0.12752445,-0.03147957
cell_03282,0.9999825,0.28985402
cell_03283,0.0922669,0.04998744
cell_03284,0.6853371,0.29382414
cell_03285,0.7770388,1.1475481
cell_03286,0.2579898,0.9705098
cell_03287,0.25482866,0.9580831
cell_03288,0.59614706,0.11718603
cell_03289,0.63047457,1.057721
cell_03290,0.720526,0.56233084
cell_03291,0.580294,1.1971188
cell_03292,0.17446677,0.7208139
cell_03293,0.9241435,0.974165
cell_03294,0.16661158,0.67469794
cell_03295,0.56523854,1.0569206
cell_03296,0.9200028,1.4952118
cell_03297,0.9129696,1.0039018
cell_03298,0.16790648,0.69899887
cell_03299,0.2386027,0.01894633
cell_03300,0.60185057,1.7016114
cell_03301,0.33716434,0.31823066
cell_03302,0.73088324,0.36646634
cell_03303,0.5224043,1.2966065
cell_03304,0.26609007,1.2200952
cell_03305,0.41103792,0.05858301
cell_03306,0.6911111,0.09184204
cell_03307,0.78514135,0.032562487
cell_03308,0.369561,1.2166213
cell_03309,0.104985386,0.14051177
cell_03310,0.353277,1.2952774
cell_03311,0.6304707,1.2759575
cell_03312,0.75983214,1.0580398
cell_03313,0.87965924,0.7648237
cell_03314,0.9619419,0.3520679
cell_03315,0.52936417,0.1623946
cell_03316,0.8802074,1.0925909
cell_03317,0.26207802,0.167373
cell_03318,0.55965173,0.07549247
cell_03319,0.5393849,0.31384358
cell_03320,0.76869416,0.052678797
cell_03321,0.77312285,0.7088194
cell_03322,0.28534296,1.1077842
cell_03323,0.88586146,1.0159335
cell_03324,0.89149296,0.7124255
cell_03325,0.94824153,1.2857989
cell_03326,0.4576443,0.51127243
cell_03327,0.9874143,1.1839958
cell_03328,0.78491133,0.95020056
cell_03329,0.6531874,0.21477562
cell_03330,0.43225798,1.6985793
cell_03331,0.84243125,0.2965332
cell_03332,0.76413757,0.089415394
cell_03333,0.58555824,0.21555634
cell_03334,0.9971459,0.46082532
cell_03335,0.24946137,0.920995
cell_03336,0.6417541,1.0332718
cell_03337,0.32112718,1.2544014
cell_03338,0.45784324,0.3101244
cell_03339,0.3389465,1.1309634
cell_03340,0.3345552,0.3398384
cell_03341,0.3768261,1.2772319
cell_03342,0.056679577,0.16020508
cell_03343,0.039861083,0.14467868
cell_03344,0.72492224,1.0474377
cell_03345,0.31090856,1.1392124
cell_03346,0.02121461,1.2968857
cell_03347,0.08148116,1.3228265
cell_03348,0.19584924,1.21577
cell_03349,0.048212256,0.9895212
cell_03350,0.9461472,0.030968368
cell_03351,0.56836087,0.14312442
cell_03352,0.39402437,0.040958077
cell_03353,0.5327122,0.38431367
cell_03354,0.112820104,0.9375191
cell_03355,0.7018456,0.90159804
cell_03356,0.9695905,1.2524287
cell_03357,0.13065714,0.5199601
cell_03358,0.15260012,0.85666037
cell_03359,0.62866336,1.0661675
cell_03360,0.15192993,0.47550666
cell_03361,0.12605278,0.43393326
cell_03362,0.6704838,0.9213294
cell_03363,0.61865747,0.9243972
cell_03364,0.217737,0.3800082
cell_03365,0.82317895,0.4240252
cell_03366,0.10525084,1.3006185
cell_03367,0.3325749,1.3033801
cell_03368,0.73886764,0.12511045
cell_03369,0.6139012,0.6501515
cell_03370,0.60007095,1.4682615
cell_03371,0.6862741,-0.030724376
cell_03372,0.64646274,1.0394509
cell_03373,0.87427074,0.20686977
cell_03374,0.56876737,0.82611954
cell_03375,0.4012845,0.4798576
cell_03376,0.7660893,-0.024660982
cell_03377,0.2592397,1.3455167
cell_03378,0.75959206,0.8422512
cell_03379,0.27998397,1.5650111
cell_03380,0.48038074,0.28789365
cell_03381,0.7391933,1.390182
cell_03382,0.62765926,1.117192
cell_03383,0.085689045,0.67365813
cell_03384,0.44655967,0.27309573
cell_03385,0.81185555,0.900845
cell_03386,0.99676496,1.1694508
cell_03387,0.46679798,1.6790326
cell_03388,0.08592572,0.6543333
cell_03389,0.36618572,0.24129696
cell_03390,0.489923,0.174555
cell_03391,0.07342853,0.9895104
cell_03392,0.864259,1.2248671
cell_03393,0.5387911,0.040641792
cell_03394,0.4161156,1.1879239
cell_03395,0.3971845,1.3010877
cell_03396,0.028308537,0.10007015
cell_03397,0.5188756,0.100200854
cell_03398,0.47557607,0.76844144
cell_03399,0.34588525,0.9170135
cell_03400,0.6586773,0.15048967
cell_03401,0.41103226,1.0827321
cell_03402,0.571764,0.7261264
cell_03403,0.8850424,1.0510298
cell_03404,0.3638867,1.4913636
cell_03405,0.39792383,1.1195773
cell_03406,0.865904,0.8033583
cell_03407,0.35809392,0.28319287
cell_03408,0.4393629,0.84358984
cell_03409,0.80081224,0.10394192
cell_03410,0.5918669,1.0425954
cell_03411,0.9338859,0.124282725
cell_03412,0.47066295,1.1463267
cell_03413,0.4790264,0.12020822
cell_03414,0.04292837,0.31024453
cell_03415,0.19730316,0.3118699
cell_03416,0.5399993,1.3262131
cell_03417,0.18711063,0.9467257
cell_03418,0.4535834,0.1450211
cell_03419,0.28331718,1.5866387
cell_03420,0.020813331,1.4392487
cell_03421,0.47510943,0.43357915
cell_03422,0.64627,1.1411035
cell_03423,0.3382337,0.6215058
cell_03424,0.776527,0.19744965
cell_03425,0.14605393,0.69647723
cell_03426,0.09129173,0.073295414
cell_03427,0.9348415,1.001904
cell_03428,0.92165655,1.6953168
cell_03429,0.40654424,1.4131875
cell_03430,0.4199319,0.8240851
cell_03431,0.8510356,0.83748883
cell_03432,0.5305211,1.1678605
cell_03433,0.11711379,0.30916327
cell_03434,0.11487344,0.12834246
cell_03435,0.13113074,0.64179075
cell_03436,0.7807652,0.33267114
cell_03437,0.6018963,0.3839894
cell_03438,0.29976618,0.036953907
cell_03439,0.16207342,1.0872296
cell_03440,0.12346352,0.27260658
cell_03441,0.7413875,0.3131612
cell_03442,0.8858626,0.04357754
cell_03443,0.5310784,0.6869194
cell_03444,0.7727101,1.5016643
cell_03445,0.2831284,0.45933038
cell_03446,0.5856638,1.2034814
cell_03447,0.43803886,1.2835895
cell_03448,0.08769419,0.33613822
cell_03449,0.48736677,1.5206704
cell_03450,0.84678674,0.86810076
cell_03451,0.05178252,1.0818373
cell_03452,0.47710598,0.0030424248
cell_03453,0.87326306,0.03836586
cell_03454,0.7900719,1.5399344
cell_03455,0.49345,1.1726906
cell_03456,0.17134464,1.097956
cell_03457,0.8485262,1.0234516
cell_03458,0.15313458,0.0058687716
cell_03459,0.27682072,0.9235604
cell_03460,0.12427519,0.8443672
cell_03461,0.4590091,0.8796702
cell_03462,0.62919796,-0.0200056
cell_03463,0.82711834,0.3553653
cell_03464,0.4613376,1.3250031
cell_03465,0.9707203,0.98728156
cell_03466,0.59585696,0.8246084
cell_03467,0.60441005,0.37879708
cell_03468,0.17528804,0.36225414
cell_03469,0.19011603,1.3228946
cell_03470,0.5766262,0.45869657
cell_03471,0.7208794,1.0510564
cell_03472,0.20470668,0.83161247
cell_03473,0.48401767,0.50193113
cell_03474,0.35620007,0.71140605
cell_03475,0.43876377,0.5961839
cell_03476,0.22213094,1.4162971
cell_03477,0.14072287,1.6043792
cell_03478,0.32050103,1.2369763
cell_03479,0.8689167,1.0475228
cell_03480,0.80522573,0.78792465
cell_03481,0.101654135,1.2834514
cell_03482,0.08780851,1.2267376
cell_03483,0.4929512,0.8121348
cell_03484,0.2773822,1.1787205
cell_03485,0.82342577,1.3062043
cell_03486,0.48618117,1.066417
cell_03487,0.85270774,1.537162
cell_03488,0.10819882,0.30380112
cell_03489,0.9700771,1.104665
cell_03490,0.76710135,0.7468376
cell_03491,0.73187655,0.05234897
cell_03492,0.9402162,1.5111378
cell_03493,0.47030273,0.98608357
cell_03494,0.14888892,0.21295266
cell_03495,0.49690074,1.1749625
cell_03496,0.8152238,1.0439246
cell_03497,0.85954297,1.334789
cell_03498,0.48854572,0.95467985
cell_03499,0.73230225,1.2870704
cell_03500,0.2469527,0.44475228
cell_03501,0.23054704,0.89044017
cell_03502,0.58625954,0.00073451566
cell_03503,0.42175117,1.400968
cell_03504,0.1610524,1.2357756
cell_03505,0.7613625,0.6341009
cell_03506,0.53214747,1.2117279
cell_03507,0.5203923,1.4213644
cell_03508,0.18930952,1.109993
cell_03509,0.24114063,0.33650368
cell_03510,0.6927079,1.1129214
cell_03511,0.8519031,1.1231683
cell_03512,0.17721215,1.2046889
cell_03513,0.81234574,1.2617702
cell_03514,0.7880952,1.4991963
cell_03515,0.81491184,1.5379018
cell_03516,0.58174384,0.91140634
cell_03517,0.35184202,0.24211173
cell_03518,0.77102095,1.1213243
cell_03519,0.47994542,1.4339254
cell_03520,0.22186407,0.6343609
cell_03521,0.40238675,1.0589771
cell_03522,0.45771685,0.13414693
cell_03523,0.50534517,0.6665847
cell_03524,0.8975636,1.0010988
cell_03525,0.411165,0.59318787
cell_03526,0.2848108,0.16459
cell_03527,0.962348,0.26926818
cell_03528,0.24194819,1.3525009
cell_03529,0.01111629,0.9631853
cell_03530,0.84982103,0.0601058
cell_03531,0.9544458,0.04606869
cell_03532,0.68213195,0.93334275
cell_03533,0.40764967,0.17140545
cell_03534,0.5437547,1.160904
cell_03535,0.83200157,1.0339115
cell_03536,0.88534033,0.2958837
cell_03537,0.10252589,0.7521381
cell_03538,0.8679967,0.20528671
cell_03539,0.6173498,0.41308758
cell_03540,0.032278553,1.0217562
cell_03541,0.108485706,1.2570767
cell_03542,0.045534212,1.6883408
cell_03543,0.94855857,0.33493084
cell_03544,0.4265179,0.529683
cell_03545,0.71561563,1.0655185
cell_03546,0.0017173414,0.54304105
cell_03547,0.79317194,1.3773954
cell_03548,0.4820354,0.09209365
cell_03549,0.92360264,0.98365206
cell_03550,0.5208975,1.0113643
cell_03551,0.7888001,0.7500556
cell_03552,0.6294667,0.44868162
cell_03553,0.52053845,1.1068413
cell_03554,0.9482442,0.33803
cell_03555,0.4955992,0.8778313
cell_03556,0.89238834,1.0104555
cell_03557,0.03607763,1.7366012
cell_03558,0.65741885,1.106583
cell_03559,0.91166157,0.50705725
cell_03560,0.8992753,1.4287446
cell_03561,0.48505363,0.9864055
cell_03562,0.47209716,1.3239793
cell_03563,0.81051344,0.23093206
cell_03564,0.3350159,1.5622908
cell_03565,0.93716145,1.4623656
cell_03566,0.2506841,1.3053638
cell_03567,0.074397825,0.7773119
cell_03568,0.77192396,1.1835033
cell_03569,0.40472427,0.39199692
cell_03570,0.35577738,0.94845825
cell_03571,0.32090995,0.19448888
cell_03572,0.9804422,0.3750416
cell_03573,0.5716767,0.99867713
cell_03574,0.99191445,0.39733297
cell_03575,0.343581,0.48338553
cell_03576,0.41396925,1.1260905
cell_03577,0.2117627,0.43836805
cell_03578,0.4303641,0.96829724
cell_03579,0.06200534,0.24975415
cell_03580,0.0005578519,0.97604585
cell_03581,0.45307347,1.0897113
cell_03582,0.74602395,0.7822964
cell_03583,0.43706515,1.0022856
cell_03584,0.5180054,1.1472722
cell_03585,0.4456159,1.4424847
cell_03586,0.52680427,1.1171899
cell_03587,0.77560407,0.7998721
cell_03588,0.8037863,0.95273584
cell_03589,0.83805805,0.38244897
cell_03590,0.21242991,0.96619123
cell_03591,0.45784447,0.36970466
cell_03592,0.8310057,0.94666064
cell_03593,0.94187903,0.12448962
cell_03594,0.54298335,0.012550112
cell_03595,0.49299997,1.3359728
cell_03596,0.7645948,1.7027804
cell_03597,0.99169433,1.5224205
cell_03598,0.4259322,1.3317623
cell_03599,0.16509968,1.1340668
cell_03600,0.8343068,0.3570859
cell_03601,0.7104252,0.13601756
cell_03602,0.14507577,0.6981688
cell_03603,0.3235093,0.30765957
cell_03604,0.5532234,1.2272855
cell_03605,0.7314656,0.023108777
cell_03606,0.78064656,0.12371061
cell_03607,0.15573137,0.36428666
cell_03608,0.21675067,0.22262523
cell_03609,0.7441225,0.3253331
cell_03610,0.116112374,0.87206596
cell_03611,0.49816024,0.35517898
cell_03612,0.54599214,0.80443084
cell_03613,0.33935454,1.6370091
cell_03614,0.79633623,0.7646731
cell_03615,0.05541581,1.1414423
cell_03616,0.7774445,0.6014394
cell_03617,0.64603275,0.2297172
cell_03618,0.5072176,0.34657583
cell_03619,0.8723727,1.7255533
cell_03620,0.20224644,1.1398245
cell_03621,0.80077404,0.39880937
cell_03622,0.18777454,0.77765834
cell_03623,0.9904461,1.0303276
cell_03624,0.03276477,1.4458039
cell_03625,0.55319726,1.0204335
cell_03626,0.16801682,1.1244097
cell_03627,0.40797508,1.2534913
cell_03628,0.14794667,0.745952
cell_03629,0.19382545,0.26909798
cell_03630,0.06098051,0.11507054
cell_03631,0.008003545,1.2937828
cell_03632,0.7193059,0.9647222
cell_03633,0.45346054,0.618907
cell_03634,0.045592185,0.9521948
cell_03635,0.9389698,0.12566939
cell_03636,0.66561013,1.0580235
cell_03637,0.26427314,0.25255182
cell_03638,0.43869513,0.90469134
cell_03639,0.4892667,0.652582
cell_03640,0.5699278,0.32210997
cell_03641,0.8574503,0.089714095
cell_03642,0.58990026,0.9787589
cell_03643,0.97872615,0.18956022
cell_03644,0.7268091,0.049830638
cell_03645,0.9885172,1.5932245
cell_03646,0.5507491,0.58154786
cell_03647,0.6784492,0.675825
cell_03648,0.7378986,0.29828152
cell_03649,0.75474703,1.1191928
cell_03650,0.024429629,0.3813295
cell_03651,0.12747432,0.24940681
cell_03652,0.22772239,0.3838989
cell_03653,0.27149448,0.2496709
cell_03654,0.9053682,0.376034
cell_03655,0.7226032,0.03498228
cell_03656,0.14328161,0.19904065
cell_03657,0.42635503,0.77229303
cell_03658,0.24312155,1.0217621
cell_03659,0.82986367,0.09320916
cell_03660,0.91779697,0.31469402
cell_03661,0.16429013,1.3274856
cell_03662,0.41657078,1.4066049
cell_03663,0.952837,1.0120847
cell_03664,0.6570895,0.31468245
cell_03665,0.8680969,1.0772711
cell_03666,0.35769373,0.33010244
cell_03667,0.20970237,0.10255225
cell_03668,0.69130373,1.0489726
cell_03669,0.13742633,1.2135043
cell_03670,0.8399019,0.47790477
cell_03671,0.75483716,0.76258254
cell_03672,0.30490664,0.33306825
cell_03673,0.49871153,0.4441689
cell_03674,0.7991939,0.99527586
cell_03675,0.9349103,1.4873767
cell_03676,0.35216048,0.45295268
cell_03677,0.7899918,1.3354169
cell_03678,0.19446708,0.29669666
cell_03679,0.90354013,0.11024706
cell_03680,0.68625003,1.5260843
cell_03681,0.15273932,0.24776182
cell_03682,0.73982894,0.7096537
cell_03683,0.7240577,1.0639315
cell_03684,0.7422975,0.23794197
cell_03685,0.34487742,-0.018469991
cell_03686,0.7398003,0.47340676
cell_03687,0.82657003,1.4337224
cell_03688,0.3471289,1.2859644
cell_03689,0.20795767,0.6508583
cell_03690,0.8878799,0.09479526
cell_03691,0.62069404,0.7712654
cell_03692,0.46038717,0.07816334
cell_03693,0.87974393,0.7038511
cell_03694,0.13600564,1.5254927
cell_03695,0.8105846,0.54340184
cell_03696,0.49082127,0.38851783
cell_03697,0.042524263,0.018500738
cell_03698,0.9726127,-0.054063145
cell_03699,0.77806675,0.6543595
cell_03700,0.21475582,1.1767478
cell_03701,0.92369556,0.36306602
cell_03702,0.93534553,0.8179526
cell_03703,0.8004656,1.4600929
cell_03704,0.12717043,0.09843631
cell_03705,0.18638134,0.23476832
cell_03706,0.7540329,0.3532118
cell_03707,0.9138058,0.81403863
cell_03708,0.21501814,0.5198053
cell_03709,0.46082783,1.3937182
cell_03710,0.15479396,1.2939081
cell_03711,0.47800785,0.8793448
cell_03712,0.64252913,1.1738
cell_03713,0.018554889,0.98765844
cell_03714,0.64292717,1.0578974
cell_03715,0.63974994,1.0343078
cell_03716,0.45500848,0.9383912
cell_03717,0.89540225,1.351104
cell_03718,0.13481902,1.7001703
cell_03719,0.051311832,1.2171746
cell_03720,0.49583116,0.9051506
cell_03721,0.5330345,0.7145912
cell_03722,0.26668918,1.6413778
cell_03723,0.9616277,1.0317156
cell_03724,0.25372723,1.2238472
cell_03725,0.27016184,1.0420842
cell_03726,0.81098646,1.2140522
cell_03727,0.92282367,0.30797517
cell_03728,0.5361397,1.0175276
cell_03729,0.019053986,1.1247263
cell_03730,0.3554349,1.0019472
cell_03731,0.22393984,1.7299339
cell_03732,0.51101804,0.98593336
cell_03733,0.68257177,0.9389312
cell_03734,0.3924363,0.29232243
cell_03735,0.53735995,1.2373246
cell_03736,0.75986034,0.33001024
cell_03737,0.246147,1.3440228
cell_03738,0.1959679,1.297484
cell_03739,0.805635,0.55758315
cell_03740,0.037023623,0.24637112
cell_03741,0.15059659,0.25416398
cell_03742,0.012356745,1.2989179
cell_03743,0.5553848,0.9614288
cell_03744,0.60008574,0.16295367
cell_03745,0.5310307,1.3289958
cell_03746,0.41426903,0.30127218
cell_03747,0.52902913,1.0027975
cell_03748,0.19393781,0.3579553
cell_03749,0.82624274,0.34823492
cell_03750,0.98077303,0.056810804
cell_03751,0.5406229,1.115723
cell_03752,0.37435552,0.75816053
cell_03753,0.79178274,0.7908795
cell_03754,0.19307193,0.58547163
cell_03755,0.32077357,0.38477296
cell_03756,0.93998057,0.32993796
cell_03757,0.18629417,0.38326204
cell_03758,0.11211558,1.1251473
cell_03759,0.5463537,0.21450926
cell_03760,0.58741736,1.2624147
cell_03761,0.5971501,0.4276446
cell_03762,0.16447823,0.09658408
cell_03763,0.72114474,0.19850703
cell_03764,0.24228112,0.11145948
cell_03765,0.94810253,1.2446848
cell_03766,0.22795717,1.0491196
cell_03767,0.01731148,0.5129251
cell_03768,0.56784517,0.83313626
cell_03769,0.20284787,1.3824744
cell_03770,0.62857383,1.182424
cell_03771,0.22921336,1.3491628
cell_03772,0.42808437,1.333222
cell_03773,0.17951441,1.4375287
cell_03774,0.42881137,1.3747723
cell_03775,0.13652034,0.9165093
cell_03776,0.33797306,0.86863047
cell_03777,0.19893162,0.12257568
cell_03778,0.81610185,0.9218386
cell_03779,0.7293541,1.210318
cell_03780,0.1668194,0.11910499
cell_03781,0.082904555,0.98226124
cell_03782,0.025744606,1.3247191
cell_03783,0.2266718,0.32827058
cell_03784,0.48017737,0.6104588
cell_03785,0.3998832,1.8017167
cell_03786,0.971499,1.7694567
cell_03787,0.7922456,0.069877036
cell_03788,0.07818668,0.4148898
cell_03789,0.15893239,1.3995374
cell_03790,0.026599051,0.22487828
cell_03791,0.13822636,0.38631275
cell_03792,0.52941716,-0.040043045
cell_03793,0.07673804,0.12416937
cell_03794,0.05986795,0.9930834
cell_03795,0.11816151,0.72233814
cell_03796,0.6694136,0.7477805
cell_03797,0.019358125,1.3809468
cell_03798,0.9696261,0.85653406
cell_03799,0.38078627,0.36746493
cell_03800,0.33658737,0.07327529
cell_03801,0.47481284,0.19253397
cell_03802,0.5178618,0.33328974
cell_03803,0.4200134,0.25213915
cell_03804,0.4863259,-0.0075407843
cell_03805,0.3397339,0.22391649
cell_03806,0.32200742,1.0031856
cell_03807,0.027315265,0.92273337
cell_03808,0.67180055,1.3449737
cell_03809,0.61727196,0.9478884
cell_03810,0.6688204,0.774989
cell_03811,0.94105506,0.13466892
cell_03812,0.47308475,0.77228016
cell_03813,0.88177043,0.07315154
cell_03814,0.44394323,0.8853061
cell_03815,0.47761402,1.1159809
cell_03816,0.6329525,0.7521206
cell_03817,0.2159014,0.39169985
cell_03818,0.21735612,1.1534065
cell_03819,0.50983185,1.4290652
cell_03820,0.06860982,0.90698266
cell_03821,0.23665805,1.1364272
cell_03822,0.79341215,0.9290371
cell_03823,0.46373343,0.11031269
cell_03824,0.026621934,1.1220309
cell_03825,0.060741417,0.69163084
cell_03826,0.9195154,0.39332822
cell_03827,0.95671844,0.3544481
cell_03828,0.64110386,1.7122211
cell_03829,0.1849451,1.4877803
cell_03830,0.36808622,0.6139144
cell_03831,0.30546707,0.7706411
cell_03832,0.7851563,0.5411753
cell_03833,0.5370897,0.9774349
cell_03834,0.7796565,0.3160298
cell_03835,0.36051062,0.71720904
cell_03836,0.8695115,0.8436411
cell_03837,0.42916238,0.029482007
cell_03838,0.41737407,1.4388024
cell_03839,0.48909843,0.32402465
cell_03840,0.59180576,0.8577514
cell_03841,0.8941119,1.0555192
cell_03842,0.45775554,0.81504387
cell_03843,0.93013626,0.9333724
cell_03844,0.39366832,1.3251486
cell_03845,0.32457268,0.6860259
cell_03846,0.2950456,1.0088758
cell_03847,0.021152005,1.5082903
cell_03848,0.8491439,0.20547134
cell_03849,0.079233736,0.3121066
cell_03850,0.33433136,0.6613683
cell_03851,0.25045678,0.30296692
cell_03852,0.74443674,1.0436863
cell_03853,0.93258715,0.7475066
cell_03854,0.81670976,1.0987093
cell_03855,0.31999832,0.29139563
cell_03856,0.45575735,1.0365182
cell_03857,0.24703689,0.9442341
cell_03858,0.9239802,0.97086734
cell_03859,0.118744574,0.1290883
cell_03860,0.9519545,0.55893576
cell_03861,0.8136568,-0.020793093
cell_03862,0.7115777,0.80604297
cell_03863,0.7739937,0.37619317
cell_03864,0.3393468,1.169305
cell_03865,0.29588652,0.44271696
cell_03866,0.38142085,1.3271402
cell_03867,0.18161325,0.30787766
cell_03868,0.74636006,1.4002682
cell_03869,0.47504383,0.9894018
cell_03870,0.88580996,0.5338972
cell_03871,0.8783815,0.19309811
cell_03872,0.15585388,0.032319654
cell_03873,0.21881826,0.21212678
cell_03874,0.41064024,1.7633413
cell_03875,0.11881446,0.8606098
cell_03876,0.6894339,-0.049224753
cell_03877,0.7375957,1.3816947
cell_03878,0.7213504,0.11506679
cell_03879,0.4702103,0.81963104
cell_03880,0.84321624,1.225391
cell_03881,0.60584575,1.1465541
cell_03882,0.99361175,1.092811
cell_03883,0.8154382,0.972461
cell_03884,0.7222588,1.1488
cell_03885,0.1233028,0.12641849
cell_03886,0.83260006,1.401227
cell_03887,0.3055722,1.2419053
cell_03888,0.4189143,1.4513896
cell_03889,0.4627603,0.31534952
cell_03890,0.33131054,0.15153989
cell_03891,0.1084388,1.4203411
cell_03892,0.19936384,1.0749819
cell_03893,0.80346644,1.027341
cell_03894,0.65227014,1.4254614
cell_03895,0.9428415,1.1079744
cell_03896,0.82106835,0.48419303
cell_03897,0.40222022,0.77645636
