,pseudotime,branch_gate,lineage,branch_index,batch,library_size_factor,cell_cycle_score,stress_score,spatial_x,spatial_y
cell_00219,0.39757818,0.7214296,Oligodendrocyte,3,Batch_1,0.9591427,0.43748498,0.6196619,0.5000056,0.8730437
cell_00220,0.30094868,0.2726882,NPC,-1,Batch_2,0.78801894,1.040307,0.85237277,0.26640806,0.34388855
cell_00221,0.48858404,0.94112617,Astrocyte,2,Batch_3,1.237484,0.15008049,0.6588663,0.6865104,0.8157642
cell_00222,0.6628642,0.9980872,Inhibitory_Neuron,1,Batch_3,1.0483215,0.049146187,0.5975042,0.79321015,0.86820334
cell_00223,0.95562327,0.9999945,OPC,5,Batch_1,0.9460834,0.004368041,0.7146558,0.10243591,1.8331889
cell_00224,0.2864462,0.2190732,NPC,-1,Batch_2,1.1494777,0.2844912,0.6542566,0.9173382,0.2826049
cell_00225,0.92480844,0.9999898,Inhibitory_Neuron,1,Batch_2,1.2103207,0.0004907427,0.816079,0.029922938,1.2382435
cell_00226,0.024859492,0.0014969759,NPC,-1,Batch_2,1.0040079,0.010716864,0.89617825,0.6884039,0.053825617
cell_00227,0.555198,0.9837609,Microglia,4,Batch_2,1.1047086,1.1208266,0.71062976,0.38450077,1.1455551
cell_00228,0.6339751,0.9965964,OPC,5,Batch_3,1.0718598,0.14841005,0.6806996,0.6674392,1.298077
cell_00229,0.105897404,0.007524396,NPC,-1,Batch_2,0.94887656,0.002007538,0.6372142,0.09763632,0.077138685
cell_00230,0.1403396,0.01487322,NPC,-1,Batch_2,1.3123685,1.0615366,0.8893355,0.9370803,0.19453336
cell_00231,0.41911432,0.79935795,Astrocyte,2,Batch_1,1.178435,1.9987887,0.6933133,0.9374083,0.7039432
cell_00232,0.9662319,0.9999955,OPC,5,Batch_2,1.1538837,0.0013607931,0.57119876,0.51940084,1.6558775
cell_00233,0.5960426,0.9927599,Inhibitory_Neuron,1,Batch_1,0.8060545,0.0133128865,0.8876864,0.50958455,0.85459995
cell_00234,0.9330232,0.99999136,Oligodendrocyte,3,Batch_1,0.86802,0.0018785911,0.88435286,0.6348082,1.4360031
cell_00235,0.8043609,0.99988693,Excitatory_Neuron,0,Batch_2,1.3297553,0.014041055,0.67429,0.58006895,0.99679404
cell_00236,0.4673816,0.91274583,Astrocyte,2,Batch_3,0.9104631,0.10498796,0.6392744,0.54354656,0.79077685
cell_00237,0.78476346,0.99983263,Excitatory_Neuron,0,Batch_2,0.97775644,0.14399974,0.77217495,0.58919114,0.9292255
cell_00238,0.017836783,0.0013010727,NPC,-1,Batch_3,0.98261863,0.011946337,0.8315697,0.8586302,0.02401605
cell_00239,0.109143995,0.008025128,NPC,-1,Batch_1,0.95149016,0.60148805,0.6994129,0.61106676,0.07404813
cell_00240,0.8294286,0.9999315,Excitatory_Neuron,0,Batch_2,0.99757737,0.056051664,0.6323252,0.19583435,0.95404166
cell_00241,0.79681706,0.9998685,Excitatory_Neuron,0,Batch_3,0.82051045,0.10001465,0.6205576,0.91391206,0.9431843
cell_00242,0.23264074,0.08728977,NPC,-1,Batch_1,0.8322956,1.8933102,0.6306395,0.21596062,0.22195174
cell_00243,0.5307696,0.97379863,Inhibitory_Neuron,1,Batch_2,0.98383373,1.7738457,0.5472132,0.1651617,0.7926144
cell_00244,0.6060158,0.99406135,Astrocyte,2,Batch_2,1.0337999,0.44717863,0.81144816,0.99705786,0.95185006
cell_00245,0.86773896,0.9999682,Astrocyte,2,Batch_3,1.0871289,0.026107585,0.54198396,0.2134167,1.2088149
cell_00246,0.60310715,0.9937079,Inhibitory_Neuron,1,Batch_2,1.1377577,0.4449676,0.6593258,0.10009336,0.8157771
cell_00247,0.41257158,0.77754754,OPC,5,Batch_2,0.8573809,2.8137643,0.83397734,0.5620072,1.100146
cell_00248,0.37418404,0.6186167,OPC,5,Batch_1,0.6799882,0.5238614,0.6616424,0.82719374,1.0267164
cell_00249,0.4258821,0.82019097,Excitatory_Neuron,0,Batch_1,1.1371047,0.39352858,0.6179047,0.06075072,0.5310493
cell_00250,0.65193105,0.9976208,Inhibitory_Neuron,1,Batch_1,1.1228186,0.0010263661,0.8793015,0.49010417,0.93101907
cell_00251,0.86749065,0.999968,Oligodendrocyte,3,Batch_1,1.1795601,0.031182172,0.5506175,0.06850234,1.5210738
cell_00252,0.45389688,0.88874024,Oligodendrocyte,3,Batch_3,0.99920785,1.4061495,0.85394156,0.42869112,0.96220845
cell_00253,0.24783957,0.1147404,NPC,-1,Batch_2,1.0387608,2.5027475,0.5248307,0.34396014,0.21558896
cell_00254,0.23666236,0.09391417,NPC,-1,Batch_3,0.7904805,1.8415316,0.6654118,0.13712941,0.26598322
cell_00255,0.7460143,0.9996368,Inhibitory_Neuron,1,Batch_2,0.9498701,0.061243452,0.7526884,0.93102103,1.001885
cell_00256,0.8165688,0.9999114,Oligodendrocyte,3,Batch_1,0.91260475,0.0011792041,0.6480154,0.634887,1.368636
cell_00257,0.10527808,0.0074324585,NPC,-1,Batch_3,1.0200833,1.1029041,0.7138426,0.8430563,0.079654396
cell_00258,0.06655886,0.0034400516,NPC,-1,Batch_2,0.8443227,0.7770645,0.58160067,0.9059445,0.05330802
cell_00259,0.59443367,0.99252486,Excitatory_Neuron,0,Batch_3,0.9646937,1.1497172,0.7276138,0.9301853,0.6510998
cell_00260,0.14617324,0.016683102,NPC,-1,Batch_1,1.0843209,1.5427899,0.5538235,0.74811465,0.1452946
cell_00261,0.8246642,0.99992466,Inhibitory_Neuron,1,Batch_1,0.9894755,0.030158937,0.81843853,0.3069483,1.0813488
cell_00262,0.31033468,0.31145912,NPC,-1,Batch_3,0.99691933,2.9053533,0.733516,0.82893264,0.35675132
cell_00263,0.14387193,0.01594461,NPC,-1,Batch_2,0.624762,0.11621743,0.69277287,0.5201829,0.113320686
cell_00264,0.9209705,0.99998903,Oligodendrocyte,3,Batch_1,1.3918189,2.0058638e-05,0.52186674,0.27165392,1.5142659
cell_00265,0.16553172,0.02437868,NPC,-1,Batch_1,0.9125413,0.79696286,0.69990975,0.3857738,0.22224876
cell_00266,0.2847201,0.21322434,NPC,-1,Batch_1,1.5824277,2.7887037,0.72542775,0.30122352,0.26922262
cell_00267,0.15361339,0.01930813,NPC,-1,Batch_2,0.97896516,1.4667059,0.60626704,0.46620405,0.18563472
cell_00268,0.115490064,0.009101267,NPC,-1,Batch_1,0.94447666,0.20847471,0.77103615,0.7813351,0.060325332
cell_00269,0.021148017,0.001390029,NPC,-1,Batch_3,0.7893191,0.1901191,0.53070605,0.48486733,0.092490405
cell_00270,0.05539541,0.0027535916,NPC,-1,Batch_1,0.9482532,0.372906,0.58347565,0.26785856,0.14717992
cell_00271,0.17464148,0.029108893,NPC,-1,Batch_3,1.1358924,0.18342048,0.7950194,0.087403074,0.2067829
cell_00272,0.05338193,0.0026451962,NPC,-1,Batch_2,0.69034916,0.10068155,0.5588889,0.8557561,0.021426061
cell_00273,0.5911438,0.99202055,Oligodendrocyte,3,Batch_2,0.70844954,0.43326586,0.5982195,0.41736862,1.0361592
cell_00274,0.68071455,0.99866074,Microglia,4,Batch_1,0.94717216,0.018033504,0.7603421,0.44192255,1.2741703
cell_00275,0.39363045,0.7052883,Excitatory_Neuron,0,Batch_3,0.782101,0.68207794,0.7915367,0.7637216,0.46701518
cell_00276,0.3179911,0.3452063,NPC,-1,Batch_1,1.0361098,1.9535478,0.5205957,0.8497265,0.4501128
cell_00277,0.50452626,0.95650023,Excitatory_Neuron,0,Batch_1,1.4575535,1.2445635,0.55063576,0.51114494,0.6532116
cell_00278,0.87500495,0.99997246,Excitatory_Neuron,0,Batch_2,1.0475013,0.021987662,0.6784472,0.63236785,1.0985562
cell_00279,0.8511316,0.9999556,Excitatory_Neuron,0,Batch_2,1.1809881,0.016110346,0.737118,0.2391567,1.0298868
cell_00280,0.04347506,0.0021707732,NPC,-1,Batch_1,0.9524791,0.1060449,0.6815125,0.93506795,-0.005510512
cell_00281,0.18149841,0.033245288,NPC,-1,Batch_3,0.8422947,0.07201316,0.758828,0.5679213,0.17929526
cell_00282,0.23674487,0.094054684,NPC,-1,Batch_1,0.9168672,0.00034825996,0.8023972,0.7196049,0.2871299
cell_00283,0.24938758,0.117922895,NPC,-1,Batch_2,0.8489007,2.4633543,0.87981755,0.11421306,0.23921008
cell_00284,0.5712327,0.9881634,Excitatory_Neuron,0,Batch_1,1.151397,1.2680981,0.6399523,0.6369209,0.70067835
cell_00285,0.41626242,0.7900536,Astrocyte,2,Batch_3,0.77604055,1.4577484,0.56524193,0.36894977,0.7797711
cell_00286,0.04925412,0.0024361005,NPC,-1,Batch_1,1.2381771,0.1935764,0.6056336,0.45006296,0.08637221
cell_00287,0.37361413,0.61592394,Astrocyte,2,Batch_2,1.1342838,2.9065835,0.5592658,0.68216205,0.71359646
cell_00288,0.5237529,0.96996975,Oligodendrocyte,3,Batch_1,1.206759,0.09095188,0.6576983,0.79632753,0.8951894
cell_00289,0.101671904,0.006918856,NPC,-1,Batch_2,0.9749387,0.7034639,0.8490269,0.34936523,0.18867408
cell_00290,0.83345854,0.9999368,Inhibitory_Neuron,1,Batch_3,0.9955647,0.013116401,0.638824,0.87323684,1.041781
cell_00291,0.051961865,0.0025713164,NPC,-1,Batch_1,1.0026368,0.67650926,0.55952907,0.21899031,0.05471678
cell_00292,0.9248419,0.99998987,Excitatory_Neuron,0,Batch_1,1.1266141,0.0014789802,0.70905316,0.5628982,1.1407374
cell_00293,0.099113144,0.0065759593,NPC,-1,Batch_1,1.232558,0.24563645,0.8967775,0.15126549,0.13686565
cell_00294,0.84357494,0.9999484,Oligodendrocyte,3,Batch_3,1.2592794,0.011654132,0.5752725,0.28924978,1.3083981
cell_00295,0.90265316,0.99998415,Excitatory_Neuron,0,Batch_1,0.94041187,3.768609e-05,0.81114995,0.8954115,1.0282675
cell_00296,0.9795707,0.9999966,Microglia,4,Batch_2,1.1679317,0.004641578,0.82934356,0.011556776,1.6698384
cell_00297,0.80202585,0.9998815,Excitatory_Neuron,0,Batch_1,0.8549935,0.060040575,0.66053534,0.9156112,0.98797333
cell_00298,0.77947754,0.999814,Astrocyte,2,Batch_1,0.90033495,0.1456739,0.74782056,0.32840204,1.1200129
cell_00299,0.6424833,0.9971274,OPC,5,Batch_1,0.88257205,0.02833408,0.6729494,0.6957954,1.3906096
cell_00300,0.77899635,0.9998122,Astrocyte,2,Batch_2,1.0592105,0.0016383571,0.60493076,0.091718294,1.0990319
cell_00301,0.13455221,0.013269146,NPC,-1,Batch_1,0.7991154,1.3659779,0.6704475,0.6412715,0.19268212
cell_00302,0.536068,0.9763708,Oligodendrocyte,3,Batch_1,0.78094447,0.23810925,0.53811604,0.90946126,0.9590896
cell_00303,0.51422286,0.96389174,Oligodendrocyte,3,Batch_3,1.1247288,1.1840706,0.78278244,0.55520195,0.9810931
cell_00304,0.85757214,0.99996096,Excitatory_Neuron,0,Batch_3,0.7488638,0.00013168673,0.8316772,0.3621215,1.0247167
cell_00305,0.46279937,0.90516573,Oligodendrocyte,3,Batch_1,1.1743823,0.0524554,0.62296,0.7935776,0.9733921
cell_00306,0.3850895,0.6685845,OPC,5,Batch_2,0.8646523,0.8622707,0.72659075,0.7127254,1.0742139
cell_00307,0.63956326,0.99695516,OPC,5,Batch_1,1.1316937,0.1198974,0.5928594,0.11769256,1.3375208
cell_00308,0.2664633,0.15832639,NPC,-1,Batch_1,1.1239352,2.648904,0.5509842,0.6657015,0.33773562
cell_00309,0.1397684,0.014706764,NPC,-1,Batch_3,1.0435649,0.47206202,0.76544744,0.66465586,0.27484277
cell_00310,0.47787726,0.9280788,Astrocyte,2,Batch_1,0.8315646,0.9735587,0.55364305,0.7519212,0.85045886
cell_00311,0.41688937,0.7921258,Inhibitory_Neuron,1,Batch_1,0.7545277,2.022777,0.81279165,0.31630686,0.6173089
cell_00312,0.23256995,0.08717702,NPC,-1,Batch_1,0.9342978,1.8383026,0.6087018,0.401278,0.23740327
cell_00313,0.3675118,0.58667487,Oligodendrocyte,3,Batch_1,1.2087486,0.6521573,0.82740533,0.96003807,0.7701896
cell_00314,0.36639246,0.5812359,Astrocyte,2,Batch_2,0.8838597,1.6884615,0.6474018,0.57345694,0.7136706
cell_00315,0.32749557,0.3893397,NPC,-1,Batch_2,1.0523075,2.8489432,0.64753705,0.508505,0.34870455
cell_00316,0.3794641,0.6432003,Inhibitory_Neuron,1,Batch_1,1.0796993,2.9559493,0.80022913,0.98684967,0.5754913
cell_00317,0.68574333,0.9987887,Excitatory_Neuron,0,Batch_1,0.7609021,0.4624268,0.70410633,0.22955763,0.89477295
cell_00318,0.29687646,0.2568376,NPC,-1,Batch_2,0.9349825,1.3238134,0.580391,0.3979369,0.36377138
cell_00319,0.9488579,0.99999374,Excitatory_Neuron,0,Batch_1,1.1167823,0.0060345302,0.8401634,0.7598836,1.0846729
cell_00320,0.91634804,0.99998796,Astrocyte,2,Batch_2,1.1331377,2.2721959e-05,0.6360613,0.71310055,1.44851
cell_00321,0.48091042,0.9320243,Excitatory_Neuron,0,Batch_2,1.0217716,1.9446945,0.5411107,0.9667006,0.66521496
cell_00322,0.3283612,0.39346367,NPC,-1,Batch_3,0.8411314,2.9241183,0.66640043,0.65430033,0.41909227
cell_00323,0.5354348,0.9760769,Excitatory_Neuron,0,Batch_2,1.2274176,1.6400051,0.7295847,0.31309497,0.7063095
cell_00324,0.8485605,0.99995327,Excitatory_Neuron,0,Batch_2,0.97282255,0.05393974,0.7439541,0.39765197,1.0049236
cell_00325,0.65258735,0.99765176,OPC,5,Batch_2,1.3572423,0.04198082,0.8342431,0.089712925,1.4193275
cell_00326,0.8043918,0.999887,Excitatory_Neuron,0,Batch_2,0.9323743,0.029663594,0.71656275,0.92372024,0.9440932
cell_00327,0.5327223,0.9747768,Excitatory_Neuron,0,Batch_3,0.90664244,0.9847214,0.5894842,0.12866803,0.57149595
cell_00328,0.63291764,0.99652386,Astrocyte,2,Batch_2,0.9749515,0.6574411,0.60466653,0.5457037,1.1290973
cell_00329,0.28815562,0.2249782,NPC,-1,Batch_2,1.0992056,2.1646576,0.54033625,0.4013951,0.27545983
cell_00330,0.73489314,0.9995464,Inhibitory_Neuron,1,Batch_1,1.1908602,0.27581432,0.7943697,0.13422361,1.0167497
cell_00331,0.20240459,0.049646404,NPC,-1,Batch_3,0.9682642,1.6789912,0.54237664,0.29299226,0.25717935
cell_00332,0.6947981,0.99898916,OPC,5,Batch_2,0.72284573,0.39492208,0.74232507,0.633569,1.459558
cell_00333,0.8607191,0.99996334,OPC,5,Batch_3,0.8470217,0.021093745,0.73877895,0.03125149,1.6283786
cell_00334,0.13210283,0.012642809,NPC,-1,Batch_2,1.0310198,0.31190488,0.8142014,0.96598953,0.15456091
cell_00335,0.61437976,0.9949715,Inhibitory_Neuron,1,Batch_3,1.1761618,0.9777374,0.52985185,0.90909564,0.8641763
cell_00336,0.095095746,0.0060713463,NPC,-1,Batch_1,0.80933994,0.87590003,0.58116454,0.08460145,0.13810833
cell_00337,0.72571564,0.9994551,Astrocyte,2,Batch_3,1.2594976,0.26135254,0.86382496,0.86835355,1.110768
cell_00338,0.08449322,0.0049169604,NPC,-1,Batch_1,1.1445475,0.22082311,0.7288947,0.32857123,0.09797381
cell_00339,0.93593985,0.99999183,Inhibitory_Neuron,1,Batch_2,0.7456174,0.009879312,0.6830761,0.06750445,1.1770723
cell_00340,0.13740793,0.014038118,NPC,-1,Batch_2,1.0545305,1.2050583,0.7990705,0.30611283,0.26557365
cell_00341,0.95888025,0.9999949,Excitatory_Neuron,0,Batch_1,0.8527471,0.0010226858,0.86101216,0.8088875,1.1774412
cell_00342,0.8008842,0.99987876,Inhibitory_Neuron,1,Batch_3,0.8863176,0.0014810866,0.60520387,0.66583145,1.0915064
cell_00343,0.593682,0.9924125,Excitatory_Neuron,0,Batch_3,0.93428594,0.7784832,0.8605903,0.2385596,0.681195
cell_00344,0.7826241,0.99982536,Excitatory_Neuron,0,Batch_3,0.99422705,6.6471816e-06,0.54347783,0.7191765,0.8889682
cell_00345,0.7951148,0.9998639,Astrocyte,2,Batch_2,1.0646173,0.02671337,0.8910732,0.70782113,1.2371371
cell_00346,0.94602704,0.9999933,Excitatory_Neuron,0,Batch_2,0.99320006,0.010008067,0.56594074,0.7428614,1.1272393
cell_00347,0.25338337,0.12649259,NPC,-1,Batch_3,0.9360958,1.4461925,0.60649455,0.5406567,0.33511326
cell_00348,0.5900759,0.9918497,Excitatory_Neuron,0,Batch_3,1.1607428,0.5140821,0.5386376,0.81894565,0.64048356
cell_00349,0.095049195,0.006065731,NPC,-1,Batch_2,1.2925255,0.032020856,0.8214706,0.6413622,0.19140178
cell_00350,0.6161657,0.9951471,Astrocyte,2,Batch_2,0.96603507,0.41712403,0.89369285,0.12539922,1.0244677
cell_00351,0.1712913,0.027273858,NPC,-1,Batch_1,1.0049076,0.34237203,0.6187906,0.810256,0.20149644
cell_00352,0.5649506,0.98660004,Astrocyte,2,Batch_1,0.93524265,0.20499693,0.6302448,0.3237681,0.941322
cell_00353,0.5724305,0.9884404,Excitatory_Neuron,0,Batch_3,0.8161383,0.04237552,0.61159194,0.70503473,0.72396684
cell_00354,0.46598515,0.91049576,Excitatory_Neuron,0,Batch_1,0.9644407,0.90480113,0.56193125,0.6751317,0.49233314
cell_00355,0.52263176,0.9693096,Excitatory_Neuron,0,Batch_2,1.0570298,0.05522097,0.8149777,0.33591253,0.7110495
cell_00356,0.7639234,0.99974614,Excitatory_Neuron,0,Batch_3,1.0668149,0.18235083,0.52428794,0.16168366,0.9408711
cell_00357,0.7992447,0.9998747,Microglia,4,Batch_3,1.4431076,0.114784315,0.88710964,0.6949581,1.4038886
cell_00358,0.49215323,0.94495904,OPC,5,Batch_3,0.81677955,0.014544297,0.8709262,0.84902334,1.1357542
cell_00359,0.59959346,0.9932529,Inhibitory_Neuron,1,Batch_1,0.95941657,1.0119208,0.5473756,0.8382313,0.888867
cell_00360,0.9312362,0.99999106,Inhibitory_Neuron,1,Batch_1,0.9878834,0.0050567794,0.7118095,0.62650484,1.2480414
cell_00361,0.11973359,0.009899441,NPC,-1,Batch_1,0.84421283,0.54765403,0.89714056,0.22740728,0.16781035
cell_00362,0.11710357,0.009396951,NPC,-1,Batch_1,0.85428375,0.49559,0.8410477,0.31620997,0.1418575
cell_00363,0.08770901,0.0052418783,NPC,-1,Batch_3,0.89858925,0.65310025,0.7860535,0.7546277,0.05511363
cell_00364,0.65786326,0.9978864,Oligodendrocyte,3,Batch_3,1.5352179,0.10319532,0.5089844,0.41085392,1.1748668
cell_00365,0.4186083,0.7977299,Oligodendrocyte,3,Batch_1,0.9208675,2.069403,0.52735096,0.7324974,0.85245323
cell_00366,0.77432144,0.99979377,Excitatory_Neuron,0,Batch_3,1.1140766,0.12662861,0.81760687,0.30945,0.9281011
cell_00367,0.6712314,0.9983815,Excitatory_Neuron,0,Batch_1,1.1381695,0.13436906,0.65057796,0.0063182465,0.92432785
cell_00368,0.33363774,0.41891116,NPC,-1,Batch_1,1.1061493,2.2358646,0.7673727,0.60349005,0.44381878
cell_00369,0.8983666,0.9999827,Inhibitory_Neuron,1,Batch_3,1.0714904,0.022698734,0.79567266,0.6009163,1.2443781
cell_00370,0.7625322,0.999739,Astrocyte,2,Batch_2,0.92890674,0.14428282,0.66887367,0.62755466,1.2910647
cell_00371,0.27053493,0.16948223,NPC,-1,Batch_1,0.93162715,1.3243821,0.5573527,0.26818565,0.3438706
cell_00372,0.364192,0.5704875,Excitatory_Neuron,0,Batch_2,1.0168675,2.1932077,0.6546778,0.811071,0.44301578
cell_00373,0.31443998,0.32933366,NPC,-1,Batch_2,0.7002177,2.1543717,0.84841937,0.48746684,0.3433676
cell_00374,0.15761165,0.02088195,NPC,-1,Batch_3,1.0287807,0.5394509,0.6324343,0.76238793,0.16650638
cell_00375,0.14778337,0.017219683,NPC,-1,Batch_3,1.2600696,1.5576977,0.52505976,0.61109346,0.074984856
cell_00376,0.9361275,0.9999919,Inhibitory_Neuron,1,Batch_1,1.1350373,0.0006745114,0.88365257,0.41607082,1.2828741
cell_00377,0.43790403,0.8529691,Inhibitory_Neuron,1,Batch_2,1.3079281,2.6334414,0.77227074,0.6796268,0.5821388
cell_00378,0.38331982,0.6606958,Inhibitory_Neuron,1,Batch_2,0.8363576,0.030708212,0.7163427,0.57497734,0.6251206
cell_00379,0.7296857,0.99949664,Astrocyte,2,Batch_3,0.85491455,0.13435756,0.8316429,0.51071113,1.1134715
cell_00380,0.55299306,0.98304117,Oligodendrocyte,3,Batch_3,1.4373573,1.3365531,0.6644643,0.6485605,1.0299946
cell_00381,0.93614,0.9999919,Astrocyte,2,Batch_3,1.30532,0.010691287,0.8940463,0.085938975,1.3612496
cell_00382,0.7803015,0.999817,Excitatory_Neuron,0,Batch_2,1.0299947,0.1481583,0.8430292,0.9102611,1.0056655
cell_00383,0.47936955,0.93004566,Excitatory_Neuron,0,Batch_2,0.78343433,1.9095298,0.6122179,0.33508205,0.6357156
cell_00384,0.37635946,0.62882733,Microglia,4,Batch_3,1.1213833,2.7516968,0.6484192,0.22469297,0.9301868
cell_00385,0.9866316,0.999997,Astrocyte,2,Batch_3,1.6146973,0.0042615742,0.6102972,0.77179635,1.3790077
cell_00386,0.71776026,0.99936116,Excitatory_Neuron,0,Batch_1,0.92789495,0.13991724,0.7637363,0.23122188,0.90750676
cell_00387,0.95119464,0.999994,Inhibitory_Neuron,1,Batch_3,0.8422543,0.0020052663,0.7557328,0.9957696,1.2127049
cell_00388,0.118478574,0.009656425,NPC,-1,Batch_2,1.0312426,0.96142346,0.7090024,0.42049253,0.06443123
cell_00389,0.85053366,0.99995506,Microglia,4,Batch_2,1.3167813,0.037741818,0.88633615,0.29662442,1.5255579
cell_00390,0.6370739,0.99680024,Oligodendrocyte,3,Batch_1,1.0232698,0.60703874,0.6889101,0.062065072,1.1854131
cell_00391,0.12192168,0.010337699,NPC,-1,Batch_3,0.8943072,0.059071127,0.81348896,0.041804176,0.12605175
cell_00392,0.588258,0.9915505,Microglia,4,Batch_2,1.1051207,0.088744484,0.7632381,0.09514056,1.2061355
cell_00393,0.6860964,0.99879724,Oligodendrocyte,3,Batch_2,0.72811604,0.26095712,0.70727396,0.005032829,1.162532
cell_00394,0.0123026855,0.0011649095,NPC,-1,Batch_3,1.1789609,0.16836357,0.516838,0.32708997,0.05086289
cell_00395,0.45431796,0.8895703,Inhibitory_Neuron,1,Batch_1,0.8879911,0.8871443,0.762998,0.3104544,0.71993303
cell_00396,0.8253995,0.99992573,Inhibitory_Neuron,1,Batch_1,1.3356053,0.03469651,0.75703806,0.43009174,1.0973362
cell_00397,0.29535902,0.25108773,NPC,-1,Batch_1,0.92392546,1.8481703,0.5499496,0.23292293,0.30305067
cell_00398,0.45854807,0.8976114,Excitatory_Neuron,0,Batch_1,0.85257584,1.1961055,0.818366,0.06274116,0.47740617
cell_00399,0.44231412,0.86369,Oligodendrocyte,3,Batch_1,1.018403,0.21509267,0.6867976,0.07116253,0.93706137
cell_00400,0.3019274,0.27658755,NPC,-1,Batch_2,0.8683096,2.8855026,0.6296584,0.18214637,0.30548453
cell_00401,0.9184419,0.99998844,Astrocyte,2,Batch_3,1.1911168,0.009258608,0.82958376,0.31658953,1.3607315
cell_00402,0.78129405,0.99982065,Excitatory_Neuron,0,Batch_3,0.98806095,0.07143603,0.6373484,0.14799204,0.9764232
cell_00403,0.11058841,0.0082584,NPC,-1,Batch_1,0.9448506,0.15819739,0.7487403,0.36511782,0.107641
cell_00404,0.99703467,0.9999976,OPC,5,Batch_2,0.643704,0.0014980482,0.7471659,0.9222202,1.788131
cell_00405,0.87920004,0.99997467,Inhibitory_Neuron,1,Batch_2,1.0700065,0.0011536124,0.5211224,0.261603,1.2249922
cell_00406,0.28390843,0.21051379,NPC,-1,Batch_3,0.88992,0.35991016,0.6691334,0.16839932,0.30028042
cell_00407,0.8368966,0.999941,Excitatory_Neuron,0,Batch_2,1.0021878,0.0050696265,0.5891115,0.66477627,0.9587903
cell_00408,0.10641953,0.007602781,NPC,-1,Batch_1,0.91357094,0.17011057,0.57982826,0.49088103,0.11598387
cell_00409,0.99910474,0.9999977,Inhibitory_Neuron,1,Batch_3,1.3311706,0.0026526551,0.76198477,0.047254015,1.3828213
cell_00410,0.66568476,0.99819195,Microglia,4,Batch_2,1.0096587,0.20364715,0.504564,0.78780735,1.3593582
cell_00411,0.650125,0.99753356,OPC,5,Batch_2,1.0504463,0.45498094,0.8876316,0.715343,1.3752109
cell_00412,0.09044073,0.005534603,NPC,-1,Batch_1,1.3501278,0.69485396,0.6581564,0.9772984,0.07292279
cell_00413,0.8970334,0.9999823,Astrocyte,2,Batch_1,0.90661955,0.00911714,0.61952144,0.9383066,1.3696458
cell_00414,0.028999504,0.0016259919,NPC,-1,Batch_3,1.2227874,0.5689573,0.8679898,0.5842483,-0.048665375
cell_00415,0.24082805,0.10124758,NPC,-1,Batch_3,0.9475911,2.441968,0.6946688,0.68602127,0.30137423
cell_00416,0.14302188,0.01568004,NPC,-1,Batch_3,0.74216986,0.42908213,0.7457301,0.40950683,0.16943057
cell_00417,0.77676797,0.99980366,OPC,5,Batch_2,0.7503918,0.024438161,0.7783403,0.8884672,1.596813
cell_00418,0.19820423,0.045829453,NPC,-1,Batch_3,0.9690064,0.96289635,0.8485645,0.5528088,0.307596
cell_00419,0.9106382,0.99998647,Microglia,4,Batch_1,0.8028839,0.012549319,0.5518968,0.32555133,1.5256394
cell_00420,0.656269,0.9978181,Microglia,4,Batch_1,0.9432822,0.11115204,0.53266126,0.009491492,1.2759068
cell_00421,0.03616271,0.001875981,NPC,-1,Batch_3,1.5682603,0.00042425896,0.8974843,0.58644974,0.014865035
cell_00422,0.005429834,0.0010154542,NPC,-1,Batch_1,1.0313116,0.43252254,0.5035535,0.5254339,-0.008150568
cell_00423,0.05165792,0.0025557727,NPC,-1,Batch_2,0.8717205,0.044557717,0.7832779,0.8118772,0.09285889
